FGB ID	Number of Families	Family names
FGB324	2	f__Atopobiaceae,f__Coriobacteriaceae
FGB327	1	f__Atopobiaceae
FGB328	1	f__Atopobiaceae
FGB329	1	f__Actinomycetaceae
FGB330	1	f__Bacilli_unclassified
FGB336	1	f__Bacilli_unclassified
FGB341	1	f__Bacilli_unclassified
FGB342	1	f__Bacilli_unclassified
FGB365	1	f__Alphaproteobacteria_unclassified
FGB425	1	f__Acetobacteraceae
FGB426	1	f__Acetobacteraceae
FGB427	1	f__Acetobacteraceae
FGB436	1	f__Alphaproteobacteria_unclassified
FGB449	1	f__Candidatus_Tectomicrobia_unclassified
FGB478	1	f__Petrotogaceae
FGB479	1	f__Petrotogaceae
FGB503	1	f__Bacteroidales_unclassified
FGB507	2	f__Porphyromonadaceae,f__Bacteroidetes_unclassified
FGB511	1	f__Bacteroidales_unclassified
FGB551	1	f__Prevotellaceae
FGB552	2	f__Prevotellaceae,f__Bacteroidaceae
FGB553	2	f__Prevotellaceae,f__Bacteroidaceae
FGB554	1	f__Prevotellaceae
FGB559	2	f__Prevotellaceae,f__Bacteroidaceae
FGB563	1	f__Prevotellaceae
FGB564	2	f__Bacteroidales_unclassified,f__Prevotellaceae
FGB565	1	f__Prevotellaceae
FGB566	1	f__Prevotellaceae
FGB567	1	f__Prevotellaceae
FGB568	1	f__Prevotellaceae
FGB577	1	f__Prevotellaceae
FGB579	1	f__Prevotellaceae
FGB580	1	f__Prevotellaceae
FGB581	1	f__Prevotellaceae
FGB582	1	f__Prevotellaceae
FGB585	1	f__Prevotellaceae
FGB587	2	f__Prevotellaceae,f__Dysgonomonadaceae
FGB588	2	f__Porphyromonadaceae,f__Odoribacteraceae
FGB589	1	f__Odoribacteraceae
FGB592	1	f__Prevotellaceae
FGB595	6	f__Dysgonomonadaceae,f__Bacteroidaceae,f__Bacteroidales_unclassified,f__Muribaculaceae,f__Porphyromonadaceae,f__Tannerellaceae
FGB597	1	f__Bacteroidaceae
FGB598	1	f__Porphyromonadaceae
FGB599	1	f__Tannerellaceae
FGB603	1	f__Bacteroidales_unclassified
FGB604	2	f__Tannerellaceae,f__Barnesiellaceae
FGB605	2	f__Bacteroidales_unclassified,f__Barnesiellaceae
FGB609	1	f__Porphyromonadaceae
FGB610	1	f__Porphyromonadaceae
FGB611	1	f__Porphyromonadaceae
FGB613	1	f__Dysgonomonadaceae
FGB614	1	f__Dysgonomonadaceae
FGB616	2	f__Tannerellaceae,f__Dysgonomonadaceae
FGB617	1	f__Porphyromonadaceae
FGB622	1	f__Porphyromonadaceae
FGB623	1	f__Tannerellaceae
FGB624	1	f__Bacteroidales_unclassified
FGB625	1	f__Bacteroidales_unclassified
FGB626	2	f__Tannerellaceae,f__Porphyromonadaceae
FGB629	1	f__Bacteroidales_unclassified
FGB633	1	f__Muribaculaceae
FGB634	6	f__Bacteria_unclassified,f__Bacteroidaceae,f__Bacteroidales_unclassified,f__Barnesiellaceae,f__Muribaculaceae,f__Prevotellaceae
FGB635	2	f__Bacteroidales_unclassified,f__Muribaculaceae
FGB641	2	f__Bacteroidales_unclassified,f__Thermofilaceae
FGB642	1	f__Bacteroidales_unclassified
FGB658	1	f__Rikenellaceae
FGB668	1	f__Rikenellaceae
FGB670	2	f__Sulfolobaceae,f__Rikenellaceae
FGB673	1	f__Rikenellaceae
FGB680	1	f__Amoebophilaceae
FGB716	1	f__Marinilabiliaceae
FGB719	1	f__Prolixibacteraceae
FGB720	1	f__Prolixibacteraceae
FGB722	1	f__Marinifilaceae
FGB769	1	f__Flavobacteriaceae
FGB770	1	f__Weeksellaceae
FGB771	1	f__Weeksellaceae
FGB772	2	f__Weeksellaceae,f__Flavobacteriaceae
FGB773	2	f__Weeksellaceae,f__Flavobacteriaceae
FGB787	1	f__Flavobacteriaceae
FGB792	1	f__Flavobacteriaceae
FGB793	1	f__Flavobacteriaceae
FGB795	1	f__Flavobacteriaceae
FGB796	1	f__Flavobacteriaceae
FGB801	1	f__Flavobacteriaceae
FGB802	1	f__Flavobacteriaceae
FGB803	1	f__Flavobacteriaceae
FGB804	1	f__Flavobacteriaceae
FGB805	1	f__Flavobacteriaceae
FGB806	1	f__Flavobacteriaceae
FGB807	1	f__Flavobacteriaceae
FGB808	1	f__Flavobacteriaceae
FGB809	1	f__Flavobacteriaceae
FGB810	1	f__Flavobacteriaceae
FGB811	2	f__Flavobacteriales_unclassified,f__Flavobacteriaceae
FGB815	2	f__Flavobacteriaceae,f__Flavobacteriia_unclassified
FGB816	1	f__Flavobacteriaceae
FGB817	4	f__Sphingobacteriaceae,f__Weeksellaceae,f__Flavobacteriaceae,f__Cytophagaceae
FGB820	2	f__Weeksellaceae,f__Flavobacteriaceae
FGB821	1	f__Flavobacteriaceae
FGB823	1	f__Flavobacteriaceae
FGB825	1	f__Flavobacteriaceae
FGB826	1	f__Flavobacteriaceae
FGB827	2	f__Weeksellaceae,f__Flavobacteriaceae
FGB828	1	f__Flavobacteriaceae
FGB833	1	f__Sphingobacteriaceae
FGB834	1	f__Sphingobacteriaceae
FGB835	1	f__Sphingobacteriaceae
FGB836	1	f__Sphingobacteriaceae
FGB841	1	f__Sphingobacteriaceae
FGB843	1	f__Sphingobacteriaceae
FGB844	1	f__Sphingobacteriaceae
FGB846	1	f__Holosporaceae
FGB848	1	f__Fibrobacteraceae
FGB850	2	f__Flammeovirgaceae,f__Cesiribacteraceae
FGB853	2	f__Flavobacteriaceae,f__Cytophagaceae
FGB855	1	f__Reichenbachiellaceae
FGB858	1	f__Roseivirgaceae
FGB860	2	f__Cyclobacteriaceae,f__Cytophagaceae
FGB861	1	f__Cyclobacteriaceae
FGB862	2	f__Cyclobacteriaceae,f__Cytophagaceae
FGB865	1	f__Cyclobacteriaceae
FGB866	1	f__Marivirgaceae
FGB869	1	f__Planctomycetaceae
FGB875	1	f__Planctomycetaceae
FGB877	1	f__Gemmataceae
FGB878	2	f__Isosphaeraceae,f__Planctomycetaceae
FGB884	1	f__Pirellulaceae
FGB885	2	f__Planctomycetes_unclassified,f__Pirellulaceae
FGB886	1	f__Planctomycetaceae
FGB903	2	f__Acetobacteraceae,f__Schleiferiaceae
FGB906	2	f__Bacteroidales_unclassified,f__Acetobacteraceae
FGB909	4	f__Bacteroidales_unclassified,f__Prevotellaceae,f__Acetobacteraceae,f__Bacteroidaceae
FGB910	2	f__Acetobacteraceae,f__Weeksellaceae
FGB911	1	f__Acetobacteraceae
FGB917	1	f__Sedimentisphaeraceae
FGB921	2	f__Candidatus_Brocadiaceae,f__Acetobacteraceae
FGB922	2	f__Candidatus_Brocadiaceae,f__Acetobacteraceae
FGB930	2	f__Bacteria_unclassified,f__Raineyaceae
FGB932	1	f__Cytophagaceae
FGB934	1	f__Saprospiraceae
FGB935	1	f__Chitinophagaceae
FGB937	1	f__Flammeovirgaceae
FGB938	2	f__Cytophagales_unclassified,f__Cytophagaceae
FGB939	1	f__Cytophagaceae
FGB941	2	f__Cytophagales_unclassified,f__Hymenobacteraceae
FGB942	1	f__Hymenobacteraceae
FGB943	2	f__Sneathiellaceae,f__Cytophagaceae
FGB944	1	f__Cytophagaceae
FGB945	1	f__Cytophagaceae
FGB953	1	f__Chitinophagaceae
FGB959	1	f__Chitinophagaceae
FGB963	1	f__Chitinophagaceae
FGB964	1	f__Chitinophagaceae
FGB968	1	f__Chitinophagaceae
FGB970	1	f__Chitinophagaceae
FGB978	1	f__Chitinophagaceae
FGB987	1	f__Sphingobacteriales_unclassified
FGB988	1	f__Chitinophagaceae
FGB1002	2	f__Spirochaetaceae,f__Spirochaetia_unclassified
FGB1004	1	f__Spirochaetaceae
FGB1011	1	f__Clostridia_unclassified
FGB1016	1	f__Spirochaetaceae
FGB1018	1	f__Spirochaetaceae
FGB1019	1	f__Spirochaetaceae
FGB1022	1	f__Spirochaetaceae
FGB1033	1	f__Spirochaetaceae
FGB1036	1	f__Spirochaetaceae
FGB1056	1	f__Lawsonellaceae
FGB1064	1	f__Succinivibrionaceae
FGB1077	1	f__Nitrosomonadales_unclassified
FGB1079	1	f__Methylophilaceae
FGB1080	1	f__Methylophilaceae
FGB1091	1	f__Bacillales_unclassified
FGB1097	1	f__Candidatus_Cloacimonetes_unclassified
FGB1105	1	f__Synergistaceae
FGB1108	1	f__Synergistaceae
FGB1160	1	f__Mycoplasmataceae
FGB1161	1	f__Mycoplasmataceae
FGB1194	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1196	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1197	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1198	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1199	1	f__Clostridia_unclassified
FGB1211	1	f__Clostridia_unclassified
FGB1215	2	f__Clostridia_unclassified,f__Eubacteriaceae
FGB1216	1	f__Clostridia_unclassified
FGB1219	3	f__Clostridia_unclassified,f__Eubacteriaceae,f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1220	3	f__Clostridia_unclassified,f__Clostridiales_Family_XIII_Incertae_Sedis,f__Eubacteriaceae
FGB1225	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1226	1	f__Clostridia_unclassified
FGB1227	1	f__Clostridia_unclassified
FGB1233	1	f__Hungateiclostridiaceae
FGB1240	1	f__Clostridiaceae
FGB1245	4	f__Erysipelotrichaceae,f__Peptoniphilaceae,f__Tissierellaceae,f__Firmicutes_unclassified
FGB1248	1	f__Erysipelotrichaceae
FGB1249	1	f__Erysipelotrichaceae
FGB1250	2	f__Erysipelotrichaceae,f__Clostridia_unclassified
FGB1253	1	f__Erysipelotrichaceae
FGB1254	2	f__Erysipelotrichaceae,f__Eubacteriaceae
FGB1255	1	f__Erysipelotrichaceae
FGB1256	1	f__Erysipelotrichaceae
FGB1258	1	f__Peptococcaceae
FGB1260	1	f__Peptococcaceae
FGB1262	1	f__Firmicutes_unclassified
FGB1268	1	f__Eubacteriaceae
FGB1269	1	f__Eubacteriaceae
FGB1277	1	f__Ruminococcaceae
FGB1286	1	f__Clostridia_unclassified
FGB1290	1	f__Eubacteriaceae
FGB1294	1	f__Clostridia_unclassified
FGB1301	1	f__Clostridia_unclassified
FGB1311	1	f__Clostridia_unclassified
FGB1315	1	f__Clostridia_unclassified
FGB1316	2	f__Clostridiales_unclassified,f__Clostridia_unclassified
FGB1320	1	f__Ruminococcaceae
FGB1323	1	f__Ruminococcaceae
FGB1325	1	f__Ruminococcaceae
FGB1326	1	f__Ruminococcaceae
FGB1330	1	f__Ruminococcaceae
FGB1331	1	f__Ruminococcaceae
FGB1332	1	f__Ruminococcaceae
FGB1333	1	f__Ruminococcaceae
FGB1334	3	f__Lachnospiraceae,f__Clostridiaceae,f__Firmicutes_unclassified
FGB1336	3	f__Clostridia_unclassified,f__Ruminococcaceae,f__Clostridiaceae
FGB1342	3	f__Clostridiales_unclassified,f__Clostridia_unclassified,f__Eubacteriaceae
FGB1347	1	f__Clostridia_unclassified
FGB1352	1	f__Clostridia_unclassified
FGB1355	1	f__Clostridia_unclassified
FGB1359	3	f__Ruminococcaceae,f__Clostridia_unclassified,f__Clostridiaceae
FGB1360	1	f__Clostridia_unclassified
FGB1365	3	f__Clostridiales_unclassified,f__Ruminococcaceae,f__Bacteria_unclassified
FGB1368	1	f__Ruminococcaceae
FGB1369	1	f__Ruminococcaceae
FGB1372	2	f__Lachnospiraceae,f__Ruminococcaceae
FGB1374	2	f__Clostridiales_unclassified,f__Clostridia_unclassified
FGB1375	1	f__Clostridia_unclassified
FGB1380	1	f__Clostridia_unclassified
FGB1398	1	f__Lachnospiraceae
FGB1403	1	f__Lachnospiraceae
FGB1406	1	f__Lachnospiraceae
FGB1407	1	f__Lachnospiraceae
FGB1409	1	f__Lachnospiraceae
FGB1411	4	f__Clostridiales_unclassified,f__Lachnospiraceae,f__Dysgonomonadaceae,f__Bacteroidaceae
FGB1413	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1414	4	f__Clostridiales_unclassified,f__Lachnospiraceae,f__Firmicutes_unclassified,f__Ruminococcaceae
FGB1415	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1416	2	f__Lachnospiraceae,f__Ruminococcaceae
FGB1417	5	f__Clostridiaceae,f__Eubacteriaceae,f__Lachnospiraceae,f__Clostridiales_unclassified,f__Ruminococcaceae
FGB1420	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1421	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1422	1	f__Clostridiaceae
FGB1428	1	f__Lachnospiraceae
FGB1429	1	f__Lachnospiraceae
FGB1430	1	f__Lachnospiraceae
FGB1432	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1433	4	f__Clostridiales_unclassified,f__Lachnospiraceae,f__Ruminococcaceae,f__Erysipelotrichaceae
FGB1436	1	f__Lachnospiraceae
FGB1437	1	f__Lachnospiraceae
FGB1438	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1439	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1440	1	f__Lachnospiraceae
FGB1441	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1442	3	f__Clostridiales_unclassified,f__Lachnospiraceae,f__Clostridiaceae
FGB1443	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1444	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1445	1	f__Lachnospiraceae
FGB1446	1	f__Lachnospiraceae
FGB1447	2	f__Lachnospiraceae,f__Firmicutes_unclassified
FGB1449	4	f__Lachnospiraceae,f__Verrucomicrobia_unclassified,f__Clostridiaceae,f__Ruminococcaceae
FGB1451	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1454	1	f__Lachnospiraceae
FGB1455	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1457	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1463	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1464	2	f__Lachnospiraceae,f__Firmicutes_unclassified
FGB1466	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1468	1	f__Lachnospiraceae
FGB1469	1	f__Lachnospiraceae
FGB1472	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1474	1	f__Lachnospiraceae
FGB1476	3	f__Clostridiales_unclassified,f__Lachnospiraceae,f__Eubacteriaceae
FGB1477	1	f__Clostridiales_unclassified
FGB1479	1	f__Lachnospiraceae
FGB1480	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1489	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB1494	2	f__Lachnospiraceae,f__Bacteria_unclassified
FGB1500	1	f__Lachnospiraceae
FGB1507	1	f__Clostridia_unclassified
FGB1508	2	f__Lachnospiraceae,f__Clostridia_unclassified
FGB1509	2	f__Lachnospiraceae,f__Clostridiaceae
FGB1513	1	f__Lachnospiraceae
FGB1515	2	f__Erysipelotrichaceae,f__Lachnospiraceae
FGB1522	1	f__Lachnospiraceae
FGB1527	1	f__Lachnospiraceae
FGB1533	2	f__Lachnospiraceae,f__Fusobacteriaceae
FGB1535	1	f__Lachnospiraceae
FGB1546	1	f__Tissierellia_unclassified
FGB1547	3	f__Clostridiales_unclassified,f__Peptoniphilaceae,f__Firmicutes_unclassified
FGB1565	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB1573	2	f__Enterobacteriaceae,f__Morganellaceae
FGB1575	1	f__Vibrionaceae
FGB1576	4	f__Gammaproteobacteria_unclassified,f__Erwiniaceae,f__Legionellaceae,f__Enterobacteriaceae
FGB1577	4	f__Gammaproteobacteria_unclassified,f__Erwiniaceae,f__Enterobacteriaceae,f__Bacteria_unclassified
FGB1579	2	f__Flavobacteriales_unclassified,f__Blattabacteriaceae
FGB1581	1	f__Betaproteobacteria_unclassified
FGB1588	2	f__Holosporaceae,f__Candidatus_Midichloriaceae
FGB1589	1	f__Rickettsiaceae
FGB1590	1	f__Rhodospirillaceae
FGB1591	1	f__Rickettsiaceae
FGB1601	1	f__Parachlamydiaceae
FGB1603	1	f__Parachlamydiaceae
FGB1604	1	f__Parachlamydiaceae
FGB1605	1	f__Chlamydiaceae
FGB1617	1	f__Gammaproteobacteria_unclassified
FGB1618	2	f__Gammaproteobacteria_unclassified,f__Bacteria_unclassified
FGB1619	1	f__Anaplasmataceae
FGB1621	1	f__Anaplasmataceae
FGB1622	1	f__Anaplasmataceae
FGB1623	1	f__Anaplasmataceae
FGB1626	1	f__Mycoplasmataceae
FGB1627	1	f__Mycoplasmataceae
FGB1628	1	f__Mycoplasmataceae
FGB1629	1	f__Mycoplasmataceae
FGB1631	1	f__Mycoplasmataceae
FGB1632	4	f__Spiroplasmataceae,f__Entomoplasmataceae,f__Mycoplasmataceae,f__Acholeplasmataceae
FGB1633	1	f__Leuconostocaceae
FGB1638	1	f__Francisellaceae
FGB1687	1	f__Candidatus_Nanopelagicaceae
FGB1688	2	f__Candidatus_Nanopelagicaceae,f__Actinobacteria_unclassified
FGB1701	1	f__Acidaminococcaceae
FGB1702	1	f__Acidaminococcaceae
FGB1704	1	f__Acidaminococcaceae
FGB1705	1	f__Veillonellaceae
FGB1706	1	f__Veillonellaceae
FGB1707	1	f__Veillonellaceae
FGB1708	1	f__Veillonellaceae
FGB1709	1	f__Veillonellaceae
FGB1711	1	f__Veillonellaceae
FGB1712	1	f__Veillonellaceae
FGB1717	2	f__Selenomonadales_unclassified,f__Selenomonadaceae
FGB1719	1	f__Mycoplasmataceae
FGB1720	1	f__Mycoplasmataceae
FGB1721	1	f__Mycoplasmataceae
FGB1723	1	f__Brachyspiraceae
FGB1724	1	f__Candidatus_Gracilibacteria_unclassified
FGB1727	1	f__Fusobacteriaceae
FGB1728	1	f__Fusobacteriaceae
FGB1731	1	f__Leptotrichiaceae
FGB1732	1	f__Leptotrichiaceae
FGB1733	1	f__Leptotrichiaceae
FGB1734	2	f__Lachnospiraceae,f__Clostridia_unclassified
FGB1735	1	f__Lachnospiraceae
FGB1737	1	f__Peptostreptococcaceae
FGB1738	1	f__Tissierellaceae
FGB1742	3	f__Clostridiales_unclassified,f__Tissierellaceae,f__Actinomycetaceae
FGB1743	1	f__Clostridiaceae
FGB1744	2	f__Clostridiales_unclassified,f__Clostridiaceae
FGB1746	1	f__Clostridiaceae
FGB1747	1	f__Clostridiaceae
FGB1748	1	f__Clostridiaceae
FGB1749	2	f__Clostridia_unclassified,f__Eubacteriaceae
FGB1751	3	f__Lachnospiraceae,f__Clostridiaceae,f__Bacillaceae
FGB1752	5	f__Clostridiaceae,f__Erysipelotrichaceae,f__Peptostreptococcaceae,f__Lachnospiraceae,f__Gottschalkiaceae
FGB1753	2	f__Peptostreptococcaceae,f__Clostridiaceae
FGB1754	2	f__Clostridiales_unclassified,f__Clostridiaceae
FGB1755	3	f__Clostridiaceae,f__Eubacteriaceae,f__Aerococcaceae
FGB1756	1	f__Clostridiaceae
FGB1757	1	f__Clostridiaceae
FGB1763	2	f__Prolixibacteraceae,f__Clostridia_unclassified
FGB1765	2	f__Prolixibacteraceae,f__Clostridia_unclassified
FGB1775	1	f__Bacilli_unclassified
FGB1776	1	f__Bacilli_unclassified
FGB1777	1	f__Bacilli_unclassified
FGB1778	1	f__Bacilli_unclassified
FGB1779	1	f__Bacilli_unclassified
FGB1780	1	f__Bacilli_unclassified
FGB1785	1	f__Bacilli_unclassified
FGB1787	1	f__Bacilli_unclassified
FGB1789	1	f__Acholeplasmatales_unclassified
FGB1800	1	f__Bacilli_unclassified
FGB1803	1	f__Peptostreptococcaceae
FGB1804	5	f__Peptoniphilaceae,f__Peptostreptococcaceae,f__Erysipelotrichaceae,f__Lachnospiraceae,f__Clostridiales_Family_XIII_Incertae_Sedis
FGB1815	2	f__Peptoniphilaceae,f__Aerococcaceae
FGB1816	1	f__Peptostreptococcaceae
FGB1817	2	f__Peptostreptococcaceae,f__Lachnospiraceae
FGB1818	2	f__Peptoniphilaceae,f__Tissierellia_unclassified
FGB1819	1	f__Peptoniphilaceae
FGB1820	5	f__Peptoniphilaceae,f__Hungateiclostridiaceae,f__Erysipelotrichaceae,f__Clostridiales_Family_XIII_Incertae_Sedis,f__Clostridiales_unclassified
FGB1821	2	f__Clostridiales_unclassified,f__Peptoniphilaceae
FGB1822	1	f__Clostridiales_unclassified
FGB1823	1	f__Tissierellia_unclassified
FGB1825	2	f__Peptoniphilaceae,f__Clostridiaceae
FGB1828	1	f__Erysipelotrichaceae
FGB1831	4	f__Lactobacillaceae,f__Erysipelotrichaceae,f__Bacilli_unclassified,f__Ruminococcaceae
FGB1832	2	f__Erysipelotrichaceae,f__Firmicutes_unclassified
FGB1833	3	f__Firmicutes_unclassified,f__Erysipelotrichaceae,f__Eubacteriaceae
FGB1840	1	f__Erysipelotrichaceae
FGB1841	2	f__Erysipelotrichaceae,f__Ruminococcaceae
FGB1845	1	f__Erysipelotrichaceae
FGB1846	1	f__Tenericutes_unclassified
FGB1849	1	f__Acholeplasmataceae
FGB1855	1	f__Acholeplasmataceae
FGB1860	1	f__Candidatus_Absconditabacteria_unclassified
FGB1863	1	f__Sporomusaceae
FGB1865	1	f__Sporomusaceae
FGB1867	1	f__Sporomusaceae
FGB1868	1	f__Sporomusaceae
FGB1871	1	f__Veillonellaceae
FGB1873	1	f__Veillonellaceae
FGB1874	1	f__Selenomonadales_unclassified
FGB1875	1	f__Selenomonadaceae
FGB1876	2	f__Selenomonadaceae,f__Veillonellaceae
FGB1878	1	f__Selenomonadaceae
FGB1879	1	f__Desulfurobacteriaceae
FGB1888	3	f__Symbiobacteriaceae,f__Clostridiales_Family_XVII_Incertae_Sedis,f__Limnochordaceae
FGB1890	1	f__Alicyclobacillaceae
FGB1891	2	f__Clostridiales_Family_XVI_Incertae_Sedis,f__Weeksellaceae
FGB1892	1	f__Thermoanaerobacteraceae
FGB1893	2	f__Thermoanaerobacteraceae,f__Weeksellaceae
FGB1894	2	f__Thermoanaerobacteraceae,f__Heliobacteriaceae
FGB1895	2	f__Peptococcaceae,f__Thermoanaerobacteraceae
FGB1897	1	f__Carnobacteriaceae
FGB1898	1	f__Carnobacteriaceae
FGB1899	1	f__Lactobacillaceae
FGB1901	1	f__Lactobacillaceae
FGB1903	1	f__Lactobacillaceae
FGB1904	1	f__Lactobacillaceae
FGB1905	1	f__Lactobacillaceae
FGB1906	4	f__Lactobacillales_unclassified,f__Lactobacillaceae,f__Weeksellaceae,f__Bifidobacteriaceae
FGB1907	2	f__Leuconostocaceae,f__Weeksellaceae
FGB1908	2	f__Leuconostocaceae,f__Weeksellaceae
FGB1909	1	f__Lactobacillaceae
FGB1910	1	f__Lactobacillaceae
FGB1912	1	f__Lactobacillaceae
FGB1913	1	f__Lactobacillaceae
FGB1915	1	f__Lactobacillaceae
FGB1916	1	f__Lactobacillaceae
FGB1917	1	f__Lactobacillaceae
FGB1918	1	f__Lactobacillaceae
FGB1919	1	f__Ruminococcaceae
FGB1920	3	f__Oscillospiraceae,f__Lachnospiraceae,f__Clostridiaceae
FGB1921	8	f__Clostridiaceae,f__Eubacteriaceae,f__Erysipelotrichaceae,f__Lachnospiraceae,f__Clostridiales_unclassified,f__Clostridia_unclassified,f__Ruminococcaceae,f__Christensenellaceae
FGB1922	8	f__Clostridiaceae,f__Eubacteriaceae,f__Oscillospiraceae,f__Hungateiclostridiaceae,f__Lachnospiraceae,f__Bacteria_unclassified,f__Firmicutes_unclassified,f__Ruminococcaceae
FGB1923	1	f__Lachnospiraceae
FGB1924	2	f__Bacillales_unclassified,f__Staphylococcaceae
FGB1927	1	f__Tepidanaerobacteraceae
FGB1928	1	f__Paenibacillaceae
FGB1929	1	f__Paenibacillaceae
FGB1930	1	f__Paenibacillaceae
FGB1931	1	f__Paenibacillaceae
FGB1933	2	f__Bacillaceae,f__Paenibacillaceae
FGB1934	1	f__Paenibacillaceae
FGB1936	1	f__Paenibacillaceae
FGB1937	1	f__Paenibacillaceae
FGB1938	1	f__Paenibacillaceae
FGB1939	1	f__Paenibacillaceae
FGB1940	1	f__Paenibacillaceae
FGB1941	1	f__Paenibacillaceae
FGB1942	2	f__Flavobacteriaceae,f__Paenibacillaceae
FGB1943	2	f__Bacillaceae,f__Paenibacillaceae
FGB1944	2	f__Carnobacteriaceae,f__Flavobacteriaceae
FGB1946	2	f__Planococcaceae,f__Bacillaceae
FGB1947	1	f__Planococcaceae
FGB1948	1	f__Planococcaceae
FGB1949	1	f__Listeriaceae
FGB1950	1	f__Listeriaceae
FGB1951	1	f__Bacillaceae
FGB1952	1	f__Bacillaceae
FGB1953	5	f__Planococcaceae,f__Nocardiaceae,f__Bacillaceae,f__Bacteria_unclassified,f__Flavobacteriaceae
FGB1954	1	f__Planococcaceae
FGB1955	2	f__Planococcaceae,f__Bacillaceae
FGB1956	1	f__Bacillaceae
FGB1957	2	f__Bacillaceae,f__Flavobacteriaceae
FGB1958	1	f__Bacillaceae
FGB1959	3	f__Bacteria_unclassified,f__Bacilli_unclassified,f__Bacillaceae
FGB1960	1	f__Bacillaceae
FGB1961	2	f__Bacillaceae,f__Micrococcaceae
FGB1962	1	f__Bacillaceae
FGB1963	2	f__Microbacteriaceae,f__Bacillaceae
FGB1964	1	f__Bacillaceae
